,occurrence_no,early_interval,late_interval,max_ma,max_ma_error,max_ma_method,min_ma,min_ma_error,min_ma_method,direct_ma_value,direct_ma_error,direct_ma_method,formation,member,spatial_resolution,collection_dates,ref_author,ref_pubyr,Late_Age,Early_Age,min_Ma,max_Ma,Ref
149247,1522212,Early Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Osousyunai,,,,Tanabe et al. 2006,2006,,,,,
149257,1522257,Late Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Sannine,,,,Fuchs 2006,2006,,,,,
149268,1522273,Late Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Argille Scagliose dei Peloritani,,,,Fuchs et al. 2017,2017,,,,,
149281,1522410,Late Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Northumberland,,,,Fuchs et al. 2012,2012,,,,,
149293,1522422,Late Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Sannine Limestone,,,,Fuchs and Larson 2011,2011,,,,,
149328,1522628,Middle Turonian,,93.9,NA,,89.8,NA,,NA,NA,,South Bosque,,,,Fuchs et al. 2019,2019,,,,,
149456,1523183,Late Barremian,,125.77,NA,,121.4,NA,,NA,NA,,Speeton Clay,,,,Jeletzky 1981,1981,,,,,
149457,1523185,Late Turonian,,93.9,NA,,89.8,NA,,NA,NA,,Jizera,,,,Fritsch 1910,1910,,,,,
149461,1523189,Middle Turonian,,93.9,NA,,89.8,NA,,NA,NA,,Bilá Hora,,,,Košťák 2002,2002,,,,,
149579,1526069,Early Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Gerhardsreit,,,,Böhm 1891,1891,,,,,
149619,1526691,Late Campanian,Early Maastrichtian,83.6,NA,,66,NA,,NA,NA,,Tahora,Maungataniwha,parautochthonous,1978,Beu 2007,2007,,,,,
149802,1527286,Late Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Deer Valley,,,1944,Saul 1974,1974,,,,,
149854,1527459,Early Eocene,,56,NA,,48.07,NA,,NA,NA,,Sierra Blanca,,,1986,Squires 1993,1993,,,,,
150006,1531117,Late Hauterivian,,132.6,NA,,125.77,NA,,NA,NA,,Klimovka,,,,Fischer et al. 2020,2020,,,,,
150069,1534096,Early Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Karsun,,,,Koromyslova and Seltser 2020,2020,,,,,
150250,1534881,Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,San Germán,,,,Smith et al. 1968,1968,,,,,
150475,1536946,Turonian,,93.9,NA,,89.8,NA,,NA,NA,,Dorozhovskaya,,,,Košták and Wiese 2008,2008,,,,,
150484,1537046,Danian,,66,NA,,61.66,NA,,NA,NA,,Czerwin Glauconitic Sandstone,,,,Cieszlowski et al. 2005,2005,,,,,
150485,1537377,Ypresian,,56,NA,,48.07,NA,,NA,NA,,Ait Ouarhitane,,,,Dragastan et al. 2012,2012,,,,,
150539,1538648,Bartonian,,41.03,NA,,37.71,NA,,NA,NA,,Spencer,,,,Merriam 1941,1941,,,,,
150550,1538671,Lutetian,,48.07,NA,,41.03,NA,,NA,NA,,La Jolla,Rose Canyon,,,Merriam 1941,1941,,,,,
150918,1542851,Early Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Fahdène,,,,Kennedy 2020,2020,,,,,
150937,1543418,Late Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Choffaticeras Marlstones,,,,Zaoui et al. 2018,2018,,,,,
151001,1543507,Turonian,,93.9,NA,,89.8,NA,,NA,NA,,Middle Chalk,,,,Wright and Kennedy 1981,1981,,,,,
151002,1543508,Turonian,,93.9,NA,,89.8,NA,,NA,NA,,Craie du Cap Fagnet,,,,Wright and Kennedy 1981,1981,,,,,
151120,1551402,Albian,,113.2,NA,,100.5,NA,,NA,NA,,Hudspeth,,,,Retallack et al. 2018,2018,,,,,
151147,1551456,Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Bernard,,,20-Jun-59,Saul and Popenoe 1992,1992,,,,,
151391,1552127,Rupelian,,33.9,NA,,27.3,NA,,NA,NA,,Tard Clay,,,,Kretzoi 1942,1942,,,,,
151406,1552241,Rupelian,Aquitanian,33.9,NA,,20.45,NA,,NA,NA,,Chilcatay,,,,DeVries 2016,2016,,,,,
151424,1553667,Late Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Talarn,,,"2002, 2007, 2020–2011",Marmi et al. 2016,2016,,,,,
151425,1555197,Late Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Yacoraite,,autochthonous,,Cónsole-Gonella et al. 2017,2017,,,,,
151426,1556921,Early Oligocene,,33.9,NA,,27.3,NA,,NA,NA,,Kakinoura,,,,Mori and Miyata 2021,2021,,,,,
151427,1556997,Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Top Bozeş,,,,Rabi et al. 2013,2013,,,,,
151428,1557018,Late Campanian,,83.6,NA,,72.2,0.1,U/Pb,NA,NA,,Kaiparowits,Middle,parautochthonous,Jul-14,Titus et al. 2021,2021,,,,,
151693,1561044,Late Albian,Early Cenomanian,106.3,NA,,93.9,NA,,NA,NA,,Venedo,,,"May, 1955",Saul and Squires 1997,1997,,,,,
151802,1561302,Turonian,,93.9,NA,,89.8,NA,,NA,NA,,Cortina,Venado Sandstone,,1958,Squires and Saul 2004,2004,,,,,
151804,1561304,Turonian,,93.9,NA,,89.8,NA,,NA,NA,,Rumsey,Guinda,,1948,Squires and Saul 2004,2004,,,,,
151850,1561355,Turonian,,93.9,NA,,89.8,NA,,NA,NA,,Pinos,,,1976,Saul and Squires 2003,2003,,,,,
152034,1563939,Early Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Fahdene,,,,Mendir et al. 2021,2021,,,,,
152625,1565669,Early Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Gober Chalk,Roxton Limestone,,,Cobban and Kennedy 1992,1992,,,,,
152744,1565848,Priabonian,,37.71,NA,,33.9,NA,,NA,NA,,Viștea Limestone,,,,Sabău et al. 2021,2021,,,,,
152755,1565889,Priabonian,,37.71,NA,,33.9,NA,,NA,NA,,Cluj Limestone,,,,Codrea and Venczel 2020,2020,,,,,
152765,1565903,Early Campanian,Middle Campanian,83.6,NA,,72.2,NA,,NA,NA,,Tar Heel,,parautochthonous,1891,Wingard 1993,1993,,,,,
152768,1565906,Middle Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Bladen,,,,Wingard 1993,1993,,,,,
152807,1566232,Early Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Cintalapa,,,,Moreno-Bedmar et al. 2014,2014,,,,,
152893,1566904,Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Cárdenas,,,,Oviedo Garcia 2005,2005,,,,,
152910,1566931,Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Cuautla,,,,Oviedo Garcia 2005,2005,,,,,
152920,1567135,Early Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Suchiapa,,,,Pons et al. 2019,2019,,,,,
152950,1567191,Campanian,,83.6,NA,,72.2,NA,,NA,NA,,El Viejo,,,,Pons et al. 2016,2016,,,,,
152979,1567325,Late Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Barrettia Limestone,,,,Mitchell 2010,2010,,,,,
152995,1569268,Late Hauterivian,Early Barremian,132.6,NA,,121.4,NA,,NA,NA,,Rio Tascadero,,,,Pineda and Calderón 2008,2008,,,,,
153065,1569723,Late Barremian,Aptian,125.77,NA,,113.2,NA,,NA,NA,,Valea Minusului,,,,Kołodziej and Bucur 2020,2020,,,,,
153078,1569896,Late Turonian,,93.9,NA,,89.8,NA,,NA,NA,,Bey Dagları,,,,Sari et al. 2004,2004,,,,,
153079,1569897,Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Aqra,,,,Özer et al. 2013,2013,,,,,
153096,1570251,Berriasian,Valanginian,143.1,NA,,132.6,NA,,NA,NA,,Quebrada Marquesa,Inferior,,,Pineda and Emparan 2006,2006,,,,,
153178,1570883,Late Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Pattenau,,,,Böhm 1891,1891,,,,,
153226,1571166,Late Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Scollard,Lower,,1979,Evans et al. 2012,2012,,,,,
153835,1572450,Late Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Coesfeld,,,,Jagt et al. 2003,2003,,,,,
153863,1573217,Senonian,,100.5,NA,,66,NA,,NA,NA,,?,,,,Feruglio 1938,1938,,,,,
153872,1573323,Hauterivian,,132.6,NA,,125.77,NA,,NA,NA,,Formación Quebrada Marquesa,,,,Emparan C and Pineda F 2006,2006,,,,,
153886,1573385,Hauterivian,Late Barremian,132.6,NA,,121.4,NA,,NA,NA,,Formación Aqueros ,,,,Emparan C and Pineda F 2006,2006,,,,,
153888,1573387,Hauterivian,Late Barremian,132.6,NA,,121.4,NA,,NA,NA,,Formación Arqueros,,,,Emparan C and Pineda F 2006,2006,,,,,
154001,1578881,Barremian,Aptian,125.77,NA,,113.2,NA,,NA,NA,,Pabellón,,,,Arévalo 2005,2005,,,,,
154018,1578972,Late Cretaceous,,100.5,NA,,66,NA,,NA,NA,,Hornitos,,,,Arévalo 2005,2005,,,,,
154072,1579746,Hauterivian,,132.6,NA,,125.77,NA,,NA,NA,,Bandurrias,,,,Arévalo 2005,2005,,,,,
154107,1580740,Barremian,,125.77,NA,,121.4,NA,,NA,NA,,Sierra la Sosita,,,,Arévalo and Welkner 2008,2008,,,,,
154108,1580742,Late Barremian,,125.77,NA,,121.4,NA,,NA,NA,,Estratos Sierra del Toro,,,,Arévalo and Welkner 2008,2008,,,,,
154118,1580760,Late Hauterivian,,132.6,NA,,125.77,NA,,NA,NA,,Estratos Sierra el Toro,,,,Arévalo and Welkner 2008,2008,,,,,
154185,1582231,Late Albian,,106.3,NA,,100.5,NA,,NA,NA,,Eguino,Albeniz,,,Fraaije et al. 2019,2019,,,,,
154226,1583071,Late Hauterivian,,132.6,NA,,125.77,NA,,NA,NA,,Bolos,,,,Barroso-Barcenilla et al. 2022,2022,,,,,
154240,1583198,Early Berriasian,Late Valanginian,143.1,NA,,132.6,NA,,NA,NA,,Irhazer Shales,,autochthonous,Oct-62,Mongin 1963,1963,,,,,
154245,1583544,Tithonian,Neocomian,149.2,NA,,125.77,NA,,NA,NA,,Pedernales,,,,Cornejo et al. 1999,1999,,,,,
154255,1584134,Hauterivian,,132.6,NA,,125.77,NA,,NA,NA,,Weald Clay,Lower,parautochthonous,,Radley and Allen 2012,2012,,,,,
154257,1585168,Neocomian,,143.1,NA,,125.77,NA,,NA,NA,,Quebrada Monardes,,,,Covacevich 1985,1985,,,,,
154594,1591140,Early Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Great Valley Series,,,1899,Anderson 1958,1958,,,,,
154672,1591399,Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Del Valle,,,,Matsumoto 1960,1960,,,,,
154702,1592479,Late Campanian,Early Maastrichtian,83.6,NA,,66,NA,,NA,NA,,Monos,,,,Viñola-López et al. 2022,2022,,,,,
154739,1593931,Late Turonian,Coniacian,93.9,NA,,85.7,NA,,NA,NA,,Guinda,,,,Matsumoto 1960,1960,,,,,
154742,1593934,Late Turonian,Coniacian,93.9,NA,,85.7,NA,,NA,NA,,Sites,,,1933,Matsumoto 1960,1960,,,,,
154831,1595782,Early Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Uhalde,,,,Matsumoto 1960,1960,,,,,
154978,1596234,Early Turonian,,93.9,NA,,89.8,NA,,NA,NA,,Venado Sandstone,,,10-Sep-57,Matsumoto 1960,1960,,,,,
155130,1596907,Late Campanian,Early Maastrichtian,83.6,NA,,66,NA,,NA,NA,,Brown Mountain sandstone,,,21-Sep-57,Matsumoto 1960,1960,,,,,
155187,1598251,Late Hauterivian,Early Barremian,132.6,NA,,121.4,NA,,NA,NA,,Areia do Mastro,,autochthonous,2019–2020,Figueiredo et al. 2022,2022,,,,,
155215,1600704,Late Aptian,,119.57,NA,,113.2,NA,,NA,NA,,Tata Limestone,,,,Szives 2007,2007,,,,,
155247,1600780,Early Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Soledad,,parautochthonous,,Rivera-Sylva and Carpenter 2014,2014,,,,,
155248,1601372,Early Valanginian,,137.05,NA,,132.6,NA,,NA,NA,,Polacos,,,,Oliva Simó et al. 2019,2019,,,,,
155282,1601837,Early Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Piesting,,,,Hyžný and Summesberger 2019,2019,,,,,
155310,1602251,Cenomanian,Early Turonian,100.5,NA,,89.8,NA,,NA,NA,,Winton,,,2019,Poropat et al. 2022,2022,,,,,
155318,1602465,Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Wenonah,,,,Kennedy and Cobban 1994,1994,,,,,
155360,1604398,Rupelian,,33.9,NA,,27.3,NA,,NA,NA,,Pshekha,Lower Maikop,,,Mironenko et al. 2021,2021,,,,,
155400,1604847,Middle Turonian,,93.9,NA,,89.8,NA,,NA,NA,,Penzhina,,,,Tanabe 2022,2022,,,,,
155421,1604868,Early Turonian,,93.9,NA,,89.8,NA,,NA,NA,,Seabee,,,1946,Cobban and Gryc 1961,1961,,,,,
155452,1606712,Late Aptian,,119.57,NA,,113.2,NA,,NA,NA,,Draney Limestone,,parautochthonous,,Krumenacker 2005,2005,,,,,
155469,1609865,Albian,Early Cenomanian,113.2,NA,,93.9,NA,,NA,NA,,South Platte,,parautochthonous,,Murphey and Daitch 2014,2014,,,,,
155470,1611901,Late Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Rhoundjaïa,,,,Guendouz et al. 2022,2022,,,,,
155648,1614449,Early Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Marnes de Smail,Marnes à Ammonites et Exogyres,,,Aouissi et al. 2022,2022,,,,,
155697,1619833,Late Albian,,106.3,NA,,100.5,NA,,NA,NA,,Mcharref,,,,Boualem et al. 2023,2023,,,,,
155721,1622203,Albian,,113.2,NA,,100.5,NA,,NA,NA,,Hudspeth ,main mudstone,,,Retallack et al. 2023,2023,,,,,
155826,1624559,Late Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Miraflores,,,,Braniša and Hoffstetter 1966,1966,,,,,
155845,1624584,Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Chaunaca,,,,Braniša and Hoffstetter 1966,1966,,,,,
155859,1628371,Late Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Marnes à Pycnodonte biauriculata,,,,d'Orbigny 1844,1844,,,,,
155860,1628372,Early Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,La Trugalle,,,,d'Orbigny 1844,1844,,,,,
155875,1629280,Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Waco Lake,Bluebonnet,,,Kennedy and Cobban 1990,1990,,,,,
155915,1629454,Early Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Craie Glauconieuse,,,,Juignet and Kennedy 1976,1976,,,,,
156006,1629589,Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Marno-calcaires bleutes,,,,Porthault et al. 1966,1966,,,,,
156175,1630102,Late Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Banc à harpax,,,,Cooper 1978,1978,,,,,
156249,1630864,Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Queguay,,,,Cabrera et al. 2021,2021,,,,,
156317,1631194,Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Sharikhan,,,1962,Rozhdestvensky and Khozatsky 1967,1967,,,,,
156318,1631437,Late Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Javelina,,,,Lehman 1985,1985,,,,,
156320,1631712,Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Gucheng,,,,Yu et al. 2022,2022,,,,,
156321,1631714,Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Bianqiao,,,,Yu et al. 2022,2022,,,,,
156331,1631736,Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Jiaozhou,,,,Yu et al. 2021,2021,,,,,
156423,1634711,Barremian,,125.77,NA,,121.4,NA,,NA,NA,,Huitrín,La Tosca,,,Cataldo et al. 2023,2023,,,,,
156440,1634733,Late Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Sopeira marl,,,,Kennedy and Bilotte 2014,2014,,,,,
156447,1635358,Late Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Craie d’Antifer,,,,Thomel 1972,1972,,,,,
156454,1638508,Danian,,66,NA,,61.66,NA,,NA,NA,,Mingshui,,,,Yu et al. 2023,2023,,,,,
156513,1638567,Middle Albian,Late Albian,110.1,NA,,100.5,NA,,NA,NA,,Hunstanton Red Chalk,,,,Latil et al. 2023,2023,,,,,
156550,1638642,Late Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Plenus Marl,,,,Wright and Kennedy 1981,1981,,,,,
156563,1638810,Late Aptian,,119.57,NA,,113.2,NA,,NA,NA,,Arundel Clay,,,1895,Clark 1911,1911,,,,,
156694,1641930,Late Aptian,,119.57,NA,,113.2,NA,,NA,NA,,Orbata,Foum el Argoub,,,Latil and Jaillard 2023,2023,,,,,
156699,1642059,Middle Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Sakugawa,,,,Shigeta et al. 2023,2023,,,,,
156734,1647776,Late Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Churuvita,,,,Luque et al. 2019,2019,,,,,
156743,1647911,Middle Albian,,110.1,NA,,106.3,NA,,NA,NA,,Perte-du-Rhone,Mussel,,,Thieuloy and Girod 1965,1965,,,,,
156816,1648299,Piripauan,Haumurian,86.1,NA,,66,NA,,NA,NA,,Otamatea,,,,Henderson 1970,1970,,,,,
156880,1648479,Middle Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Le Mans,,,<1867,Wright and Kennedy 1990,1990,,,,,
156884,1648486,Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Steele,,,,Cobban 1962,1962,,,,,
156934,1649165,Late Campanian,Early Maastrichtian,83.6,NA,,66,NA,,NA,NA,,Niobrara ,Fort Hays,,8/2/1962,Cobban 2015,2015,,,,,
156955,1649233,Early Cenomanian,Middle Cenomanian,100.5,NA,,93.9,NA,,NA,NA,,Saint Laurent Marl,,,,Thomel 1972,1972,,,,,
156973,1650889,Oligocene,,33.9,NA,,23.04,NA,,NA,NA,,John Day,,,,Stearns 1906,1906,,,,,
156981,1651058,Late Aptian,,119.57,NA,,113.2,NA,,NA,NA,,Kubina,,,,van Bakel et al. 2020,2020,,,,,
157027,1651694,Chattian,,27.3,NA,,23.04,NA,,NA,NA,,Brejning,,,,Schnetler et al. 2024,2024,,,,,
157288,1653905,Cenomanian,Turonian,100.5,NA,,89.8,NA,,NA,NA,,Casa Medina,,,,Gil et al. 2024,2024,,,,,
157314,1654339,Late Turonian,,93.9,NA,,89.8,NA,,NA,NA,,Villaescusa de las Torres,,,,Gil et al. 2024,2024,,,,,
157328,1654409,Coniacian,,89.8,NA,,85.7,NA,,NA,NA,,Caballar,,,,Gil et al. 2024,2024,,,,,
157329,1654411,Santonian,Campanian,85.7,NA,,72.2,NA,,NA,NA,,Tabladillo,,,,Gil et al. 2024,2024,,,,,
157339,1654516,Early Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Mowry,,,,Walaszczyk and Cobban 2016,2016,,,,,
157342,1654519,Early Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Shatfesbury,,,,Walaszczyk and Cobban 2016,2016,,,,,
157343,1654520,Late Albian,,106.3,NA,,100.5,NA,,NA,NA,,Goodrich,,,,Walaszczyk and Cobban 2016,2016,,,,,
157344,1654521,Late Albian,,106.3,NA,,100.5,NA,,NA,NA,,Duck Creek,,,,Walaszczyk and Cobban 2016,2016,,,,,
157347,1654524,Early Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Thermopolis,Shell Creek,,,Walaszczyk and Cobban 2016,2016,,,,,
157350,1654527,Late Albian,,106.3,NA,,100.5,NA,,NA,NA,,Skull Creek Shale,,,,Walaszczyk and Cobban 2016,2016,,,,,
